timestamp,Basilea Temperature [2 m elevation corrected],Basilea Growing Degree Days [2 m elevation corrected],Basilea Temperature [1000 mb],Basilea Temperature [850 mb],Basilea Temperature [700 mb],Basilea Sunshine Duration,Basilea Shortwave Radiation,Basilea Direct Shortwave Radiation,Basilea Diffuse Shortwave Radiation,Basilea Precipitation Total,Basilea Snowfall Amount,Basilea Relative Humidity [2 m],Basilea Cloud Cover Total,Basilea Cloud Cover High [high cld lay],Basilea Cloud Cover Medium [mid cld lay],Basilea Cloud Cover Low [low cld lay],Basilea CAPE [180-0 mb above gnd],Basilea Mean Sea Level Pressure [MSL],Basilea Geopotential Height [1000 mb],Basilea Geopotential Height [850 mb],Basilea Geopotential Height [700 mb],Basilea Geopotential Height [500 mb],Basilea Temperature,Basilea Soil Temperature [0-10 cm down],Basilea Vapor Pressure Deficit [2 m],Basilea Wind Speed [10 m],Basilea Wind Direction [10 m],Basilea Wind Speed [80 m],Basilea Wind Direction [80 m],Basilea Wind Gust,Basilea Wind Speed [900 mb],Basilea Wind Direction [900 mb],Basilea Wind Speed [850 mb],Basilea Wind Direction [850 mb],Basilea Wind Speed [700 mb],Basilea Wind Direction [700 mb],Basilea Wind Speed [500 mb],Basilea Wind Direction [500 mb]
20220927T0600,7.7805285,0,8.74,0.1,-10.84,10.504545,19.58,6.3830395,13.19696,0,0,80,72,0,0,72,14,1005.5,46,1368,2892,5439,8.55,9.899994,2.10674,26.642431,270.77423,33.857227,271.82797,34.56,53.348064,291.37064,48.46247,305.9335,60.379196,297.32895,121.829544,319.6742
20220927T0700,8.750529,0,9.27,-0.24,-10.75,16.969696,163.76,49.704895,114.0551,0,0,75,71,0,0,71,27,1006.4,54,1376,2900,5452,10.69,10.27002,2.8124475,25.570139,271.61353,30.619051,272.02136,30.239998,42.87628,293.76712,38.46613,301.6075,59.896465,287.12805,114.60672,313.21802
20220927T0800,9.430529,0,9.94,0.02,-10.69,0,263.44,151.50024,111.93975,0,0,69,100,0,0,100,38,1006.2,53,1377,2900,5452,11.15,11.200012,3.6508923,22.782625,264.5597,26.758923,264.59622,27.72,36.504074,275.0921,34.882866,301.06516,51.78121,283.26334,112.974625,309.82895
20220927T0900,10.360529,0.015022039,10.61,-0.3,-10.16,0,259.88,165.33325,94.546745,0,0,64,100,0,2,100,42,1006.2,53,1379,2904,5455,13.3,12.089996,4.512047,20.696085,256.9307,23.664352,256.8094,26.64,32.654995,255.96376,42.95933,256.42957,44.398376,274.1849,113.4794,307.52426
20220927T1000,10.190529,0.007938703,10.63,-0.08,-9.91,18.78788,201.14,36.1931,164.9469,0,0,64,68,0,0,68,25,1006,51,1378,2903,5457,12.31,12.429993,4.461149,29.024128,262.875,35.143818,263.53018,36.719997,48.502567,264.03552,53.126534,275.05383,47.172367,271.3119,112.23054,304.14886
20220927T1100,11.340529,0.055855393,10.96,0.05,-10.09,16.363636,583.83997,367.11566,216.7243,0,0,60,72,0,0,72,24,1005.7,49,1377,2903,5458,16.84,14.02002,5.350623,32.407997,268.727,37.45557,268.34772,39.96,48.60133,269.5756,54.834747,277.54492,53.74138,280.0302,112.73691,301.15204
20220927T1200,13.130529,0.13043873,13.75,2.2,-7.51,0,270.56,73.85922,196.70078,0,0,60,100,0,10,100,67,1003.5,31,1372,2910,5463,15.07,14.640015,6.0184975,26.882141,262.30396,32.43398,261.06042,38.16,45.40569,255.30269,60.584908,253.07248,61.920002,270,112.7237,297.79263
20220927T1300,12.070529,0.08627204,12.77,1.89,-7.39,0,181.56,9.162552,172.39745,0.5,0,70,100,0,11,100,82,1004.1,36,1373,2911,5463,13.83,14.450012,4.2109995,30.141266,262.4506,37.374172,262.80652,39.6,59.668846,261.67435,61.048393,274.7356,61.90535,283.79382,113.12997,294.03656
20220927T1400,12.360529,0.098355375,13.24,2.35,-7.28,0,152.19,7.912674,144.27733,0.2,0,68,100,0,6,100,82,1002.9,27,1365,2905,5454,13.68,14.179993,4.578163,28.30983,262.69424,35.9946,261.95096,41.399998,53.74138,259.9698,69.48093,269.70312,71.02591,278.74615,111.974464,291.6988
20220927T1500,12.220529,0.092522025,13.15,2.39,-7.2,0,145.95999,33.085915,112.87408,0.1,0,68,100,0,100,100,72,1003.3,30,1369,2909,5454,13.19,13.970001,4.536257,31.845251,264.16052,39.797504,264.28943,44.639996,58.962013,264.39383,72.51655,276.84277,75.25377,287.82822,113.648865,291.36328
20220927T1600,11.640529,0.06835536,12.57,2.1,-7.57,0,76.54,13.505676,63.034325,0,0,72,100,0,100,94,72,1004,35,1372,2911,5453,12.46,13.52002,3.820445,29.539747,267.90475,37.45557,268.34772,41.760002,62.284157,270.66235,65.83965,283.2764,75.74215,292.05426,111.18465,292.66266
20220927T1700,11.090529,0.045438726,12.1,2.31,-7.63,0,46.28,40.77321,5.506791,0,0,75,100,0,100,100,78,1004.2,37,1374,2913,5453,11.59,13.02002,3.289217,21.791153,262.40536,28.66694,262.78574,33.839996,59.7871,271.72525,61.90011,276.009,65.23256,285.03326,110.28287,296.56506
20220927T1800,10.740529,0.030855378,12.01,2.87,-7.55,0,1.78,0.624833,1.155167,0.4,0,83,100,0,100,100,138,1004.2,37,1375,2914,5455,11.04,12.420013,2.1852894,16.645864,248.4287,23.565567,251.28827,31.319998,56.972202,266.73984,62.067383,277.33112,66.2488,291.6858,108.42157,300.31122
20220927T1900,10.970529,0.040438693,12.37,3.35,-7.7,0,0,0,0,0,0,81,100,0,100,100,137,1003.4,31,1370,2910,5454,10.89,12.02002,2.4799843,19.011953,251.22197,26.999998,253.7398,33.12,60.14694,271.71494,67.46999,277.0492,65.92326,283.58093,107.00238,301.65802
20220927T2000,10.990529,0.041272044,12.42,2.83,-7.45,0,0,0,0,0.3,0,82,100,0,100,100,141,1004.7,41,1380,2921,5468,10.76,11.76001,2.352579,19.93048,253.20163,27.943514,255.06857,33.839996,62.284157,269.33765,63.72813,276.1615,63.62636,280.10187,110.05642,302.44244
20220927T2100,11.180529,0.049188692,12.78,2.95,-7.38,0,0,0,0,0,0,77,100,0,100,84,100,1003.9,34,1374,2916,5468,10.63,11.580017,3.0441847,22.33161,249.22775,31.311722,250.52344,36.719997,61.581047,263.62283,63.385563,271.6273,68.38294,275.7406,115.28153,301.85367
20220927T2200,10.960529,0.040022057,12.8,2.84,-7.23,0,0,0,0,0,0,77,60,0,49,60,71,1003.1,28,1368,2911,5468,10.05,11.300018,3.0000944,20.447239,243.8861,29.644857,245.61363,32.760002,62.25815,264.0257,66.2488,270.93408,73.69456,274.76364,125.70548,301.41403
20220927T2300,11.010529,0.042105358,12.74,3.4,-6.77,0,0,0,0,0,0,78,100,1,86,100,80,1002.4,22,1363,2907,5469,10.34,11.160004,2.8791933,20.799152,246.54099,29.215502,247.54306,33.839996,61.353333,262.5831,60.497135,271.36392,75.30972,272.46576,128.50992,299.72498
20220928T0000,11.210529,0.05043872,13.19,3.91,-6.42,0,0,0,0,0.1,0,77,100,9,100,100,75,1001.3,14,1356,2904,5472,10.58,11.170013,3.0502415,15.496736,239.26453,23.993399,242.2815,34.92,64.793,252.87387,70.82125,262.40536,69.48839,270.89053,130.73106,296.8473
20220928T0100,11.330529,0.055438716,13.23,4.02,-6.25,0,0,0,0,0,0,78,100,36,100,6,50,1000.9,11,1353,2900,5473,10.4,11.110016,2.940896,20.730501,249.67686,29.940662,251.7829,36.36,65.91441,263.72894,63.729153,270.971,54.431477,277.21902,129.35677,292.0679
20220928T0200,11.390529,0.057938695,13.22,3.45,-6.14,0,0,0,0,0,0,78,100,43,100,89,39,1000.3,5,1347,2894,5472,10.56,11.149994,2.9525938,25.045238,251.56506,34.275703,252.89728,40.68,68.58637,262.7631,71.7927,266.2624,56.217663,276.9885,134.78911,288.53174
20220928T0300,11.210529,0.05043872,12.98,3.34,-4.47,0,0,0,0,0,0,80,100,24,100,100,42,999.8,1,1342,2891,5470,10.66,11.26001,2.6523829,23.806318,249.64677,32.559605,251.96573,37.44,67.17739,265.38934,66.60389,270.6194,95.310295,287.13455,137.82407,286.54156
20220928T0400,11.200529,0.050022047,13.02,2.66,-4.4,0,0,0,0,0.5,0,85,100,27,100,100,55,999.8,0,1341,2892,5468,10.72,11.25,1.9879704,23.377836,260.2476,33.50128,261.34747,35.64,62.904266,264.74622,56.164616,269.26547,89.32208,283.75623,134.45554,289.0656
20220928T0500,10.940529,0.0391887,12.74,3.1,-5.45,0,0,0,0,0.1,0,81,100,26,100,100,19,999.6,0,1339,2889,5466,10.48,11.220001,2.475051,22.461807,248.36911,30.972555,250.30138,31.319998,54.431477,262.78098,47.40668,279.1762,85.70798,292.47177,126.27792,287.24683
20220928T0600,10.760529,0.03168869,12.66,3.85,-4.16,0,3.56,0.17284846,3.3871515,0.9,0,86,100,100,100,100,42,999,-5,1336,2886,5467,10.67,11.160004,1.8020439,9.83268,246.2505,16.516901,249.59012,20.519999,44.8153,264.9306,42.5044,268.05853,72.73425,271.13443,125.39219,283.2782
20220928T0700,10.840529,0.03502206,12.42,3.27,-3.56,0,24.029999,0.87156487,23.158434,1.6,0,90,100,100,100,100,48,999.2,-3,1334,2887,5470,10.94,11.279999,1.2940369,13.363711,274.63547,19.881649,275.19443,21.96,44.693676,280.67636,41.19759,264.98688,82.87822,267.51044,119.1377,277.6404
20220928T0800,10.680529,0.02835536,12.02,3.04,-3.74,0,40.94,0.6570282,40.28297,1.7,0,89,100,100,100,100,33,999.1,-4,1331,2886,5470,11.28,11.360016,1.4083796,13.397612,300.6997,17.477621,302.38068,19.08,29.168886,294.0343,44.15103,279.38553,84.979065,271.2137,110.97873,275.21124
20220928T0900,10.400529,0.016688704,11.58,2.66,-3.64,0,76.54,1.7363129,74.80369,0.8,0,86,100,100,100,100,1,999.8,0,1334,2888,5472,11.08,11.529999,1.7593708,16.418526,307.875,21.096123,306.67438,23.039999,32.909985,300.21133,46.363194,283.92834,81.135086,266.69327,108.39826,271.52246
20220928T1000,9.820529,0,10.79,3.31,-4.11,0,90.78,1.6425323,89.13747,1,0,83,100,100,100,100,6,1000.4,4,1338,2890,5472,11.19,11.51001,2.0551672,12.9249525,282.875,15.192682,283.70697,21.96,39.711117,292.38013,47.90165,271.72266,84.252304,269.0207,103.35073,268.60284
20220928T1100,9.970529,0,10.98,2.5,-4.16,0,114.81,2.6082535,112.201744,0.7,0,83,100,100,100,100,8,1000.4,4,1339,2890,5471,11.3,11.589996,2.0759048,12.371645,278.3659,14.973576,279.68878,19.44,36.322556,283.7608,38.329437,275.3893,88.21837,268.83087,104.834816,267.8352
20220928T1200,12.120529,0.088355385,13.19,4.1,-2.06,0,114.81,2.419815,112.39018,0.6,0,83,100,100,100,100,62,999,-5,1337,2891,5482,13.36,13.01001,2.3940945,15.072783,310.156,17.610588,310.85538,21.599998,30.261421,302.36664,30.282827,288.00415,68.97735,256.10883,90.6464,265.4442
20220928T1300,11.310529,0.054605365,12.41,3.36,-2.45,0,89,1.132698,87.8673,0.7,0,85,100,100,100,100,24,1000.3,4,1344,2898,5488,12.34,12.850006,2.0025034,15.0038395,300.25644,18.218275,299.60446,20.519999,32.44996,289.44003,33.626774,291.3458,79.12223,251.97725,90.33202,262.90332
20220928T1400,11.100529,0.045855362,12.2,3,-3.03,0,78.32,1.1640091,77.15599,0.7,0,83,100,100,100,100,17,1000.2,3,1342,2895,5484,12.02,12.640015,2.2381506,12.758432,286.38956,15.937878,288.43497,17.28,25.600533,295.8444,28.772987,301.70145,76.260544,257.73523,89.42649,260.49976
20220928T1500,10.770529,0.032105368,11.88,2.89,-3.56,0,63.19,1.2454376,61.94456,0.3,0,81,100,100,100,100,8,1000.4,5,1342,2894,5480,11.58,12.369995,2.447258,10.086427,272.0454,12.620554,273.2705,14.759999,19.33639,294.1791,18.440998,308.65982,65.592155,259.24512,88.46409,258.73578
20220928T1600,10.630529,0.026272058,11.88,2.8,-4.17,0,45.39,1.4563103,43.93369,0.1,0,79,100,100,100,100,15,1001,10,1348,2894,5478,11.06,12.070007,2.6797962,8.089993,249.14554,11.177405,255.06857,11.5199995,17.58481,292.89056,17.283749,305.67642,51.675987,261.58765,88.36075,255.85052
20220928T1700,10.360529,0.015022039,11.74,2.87,-5.36,0,17.8,2.1319132,15.668086,0,0,82,100,100,100,100,29,1001.1,11,1348,2890,5469,10.53,11.700012,2.2560234,8.669949,221.63354,12.313894,232.12502,11.159999,18.532133,277.8153,10.829958,291.44775,46.445576,270.88824,89.64651,248.07042
20220928T1800,10.210529,0.008772056,11.97,2.54,-6.45,0,0.89,0.04189557,0.8481044,0,0,84,100,100,100,13,34,1002.7,24,1361,2902,5476,9.99,11.279999,1.985383,7.386582,226.97495,12.245293,245.69547,17.28,26.319422,273.13635,16.595179,282.5288,37.827415,278.2072,70.92,261.82877
20220928T1900,10.080529,0.003355384,11.86,2.63,-6.34,0,0,0,0,0,0,86,100,100,100,5,38,1002.1,20,1356,2898,5466,9.92,10.970001,1.722189,6.489992,213.69006,10.315115,240.75117,17.28,24.881702,266.68222,12.620554,273.2705,34.428497,276.60486,71.3536,267.39746
20220928T2000,10.0505295,0.002105395,11.99,2.75,-6.73,0,0,0,0,0,0,86,100,100,100,100,38,1003,27,1363,2904,5470,10,10.77002,1.7187386,5.2416787,195.9454,9,233.1301,10.08,22.505037,262.6476,15.5843,263.3675,33.887836,266.95523,75.97365,271.08606
20220928T2100,10.0505295,0.002105395,12.08,2.83,-7.41,0,0,0,0,0,0,86,100,88,100,100,37,1003.1,27,1365,2905,5469,10,10.700012,1.7187386,5.1919937,146.30994,5.1919937,213.69006,14.759999,20.969805,258.11133,16.516901,249.59012,31.92654,262.875,73.8079,269.1616
20220928T2200,9.950529,0,12.04,2.57,-7.5,0,0,0,0,0,0,87,100,71,100,100,44,1002.5,22,1360,2900,5464,9.98,10.649994,1.5853338,5.3517847,109.653824,3.0758414,159.44395,9.36,20.176065,254.47589,17.917007,247.55725,31.427404,260.10608,71.08701,263.01895
20220928T2300,9.710529,0,11.71,2.8,-6.69,0,0,0,0,0,0,89,99,0,46,99,28,1001.8,17,1353,2895,5457,9.79,10.600006,1.3200493,7.771331,103.392494,7.289444,110.22486,9.72,16.954432,266.34778,18.86139,246.37064,38.881668,269.4695,67.82538,260.83765
20220929T0000,9.140529,0,11.5,2.58,-6.13,0,0,0,0,0,0,91,88,0,88,33,11,1002.2,20,1356,2898,5458,8.94,10.190002,1.039464,8.891344,111.37062,13.441071,97.696045,8.28,11.159999,270,16.24394,257.19574,40.345707,267.9546,64.88194,263.30875
20220929T0100,9.110529,0,11.69,2.78,-6.51,0,0,0,0,0,0,91,100,0,100,100,4,1002.3,20,1356,2900,5457,9.26,10.040009,1.0373659,8.225035,113.19859,13.397612,120.69972,8.64,6.924738,261.02737,18.25026,247.98871,42.699093,275.80673,70.25997,261.4547
20220929T0200,8.970529,0,11.61,2.55,-6,0,0,0,0,0.1,0,92,100,0,100,100,13,1001.7,15,1351,2895,5450,9.24,10.02002,0.9134445,6.725354,105.5241,13.849477,117.89726,8.28,5.506941,258.69006,19.33639,245.82089,36.969738,247.68057,70.563675,261.78723
20220929T0300,8.790529,0,11.31,2.31,-5.69,0,0,0,0,0.3,0,93,100,0,100,100,9,1000.9,9,1343,2888,5442,9.15,9.970001,0.78961563,7.342588,101.30993,15.315873,113.55226,7.5599995,3.2599385,263.65982,16.1198,246.29736,38.16849,244.88516,69.07686,257.05017
20220929T0400,8.890529,0,10.67,2.27,-6.08,0,0,0,0,0.5,0,91,100,0,100,100,12,1001.1,11,1345,2889,5443,9.1,9.910004,1.0220947,9.605998,102.99461,17.193533,109.57312,8.64,0.8049845,296.56506,11.440978,257.27563,42.609463,256.31598,70.28118,249.6157
20220929T0500,8.570529,0,10.36,2.07,-6.45,0,0,0,0,0.6,0,91,100,8,100,100,14,1001.2,11,1344,2888,5441,8.86,9.809998,1.0002375,11.090103,103.13402,17.193533,109.57312,7.5599995,1.8,36.86989,5.6920996,251.56506,32.846916,260.5377,68.79109,253.27203
20220929T0600,8.5505295,0,10.26,1.94,-6.19,0,7.12,4.335821,2.7841787,0.4,0,90,100,13,100,100,10,1001.6,14,1347,2890,5441,9.23,9.730011,1.1098728,10.041354,104.534454,14.578888,110.22486,12.24,1.484318,14.03624,6.9527545,248.7495,34.322937,257.27563,65.31495,248.66774
20220929T0700,9.240529,0,10.61,2.12,-6.78,0,86.33,53.11531,33.21469,0.1,0,88,100,11,100,100,3,1001.2,11,1345,2887,5437,10.46,10.130005,1.3953114,10.829958,111.44774,12.904882,112.98871,12.959999,0.5091169,225,7.771331,256.6075,28.73242,254.74487,66.94258,252.14969
20220929T0800,10.180529,0.007522027,11.05,2.48,-6.63,0,154.86,93.68916,61.170834,0.2,0,85,100,11,100,100,23,1001.3,12,1346,2888,5437,12.16,10.869995,1.8575716,11.043261,109.025604,12.181625,108.9704,14.04,1.8,270,9.9571085,192.52881,30.10685,243.74135,64.34339,253.08583
20220929T0900,11.070529,0.044605374,11.73,2.75,-6.62,0,237.62999,134.39664,103.23335,0.1,0,83,100,5,100,100,58,1001.4,13,1349,2892,5439,13.83,11.890015,2.2337036,11.304229,99.162346,11.792404,102.33909,7.5599995,1.08,270,14.77755,214.0772,24.567198,235.14555,60.80697,250.27773
20220929T1000,11.510529,0.06293869,12.17,2.76,-6.28,0,288.36,143.01047,145.34952,0.2,0,79,100,4,100,100,59,1001.9,17,1354,2897,5444,14.07,12.920013,2.8408346,7.9526596,84.805565,7.9526596,84.805565,6.12,1.484318,165.96376,10.233123,219.28941,19.453327,218.991,61.226463,245.69547
20220929T1100,11.700529,0.07085538,12.29,2.62,-6.38,0,234.06999,47.815018,186.25497,0.5,0,77,100,23,100,100,56,1001.6,14,1352,2895,5442,15.06,13.450012,3.1506758,3.319036,49.398697,3.6,53.130096,3.2399998,2.5455842,278.1301,7.2805495,278.53076,18.792551,249.82935,61.5421,241.33604
20220929T1200,12.170529,0.09043872,12.74,2.72,-6.3,0,302.6,116.341446,186.25856,0.1,0,75,100,30,100,100,63,1001.4,13,1353,2896,5442,15.7,14.240021,3.532322,2.0364676,315,1.5273507,315,2.8799999,6.2145634,280.008,9.6932955,285.06848,31.122828,240.17291,61.521038,235.00798
20220929T1300,12.030529,0.08460537,12.76,2.69,-6.38,0,224.28,44.508865,179.77113,0.5,0,79,100,37,100,100,149,1002.5,23,1362,2904,5448,13.88,14.380005,2.93995,13.276144,282.5288,13.910169,280.43747,15.119999,15.192682,283.70697,16.279802,288.0343,26.33911,259.7652,62.208164,232.99748
20220929T1400,12.590529,0.10793873,12.92,2.56,-6.7,0,221.61,71.852356,149.75764,0.7,0,72,100,36,100,0,73,1003.1,28,1367,2909,5450,16.02,14.320007,4.066781,17.193533,289.57312,18.671474,289.13367,18,22.79684,285.57254,21.288757,273.87854,34.03476,246.96057,62.744396,231.28885
20220929T1500,12.220529,0.092522025,13.07,2.18,-7.22,3.0303025,187.79,86.630684,101.15931,0.1,0,71,94,41,94,61,89,1003.7,33,1371,2912,5452,13.28,14.130005,4.110983,15.716793,290.0952,18.58451,291.5953,20.519999,21.288757,288.74133,17.727943,282.9074,32.385994,245.71417,62.595497,229.8991
20220929T1600,11.720529,0.07168869,12.45,1.99,-7.31,30.90909,114.81,62.75997,52.050026,0.1,0,74,48,43,48,45,76,1004.1,36,1372,2912,5451,13.09,13.640015,3.5663357,14.618837,279.92624,17.581125,280.61966,17.64,21.829777,283.34872,18.25026,284.8586,30.21642,248.32535,60.181408,228.39493
20220929T1700,11.210529,0.05043872,12.52,1.91,-7.35,36.36364,102.35,29.820183,72.529816,0,0,74,39,63,39,7,53,1004.7,40,1377,2915,5452,10.92,12.950012,3.4480982,11.367109,280.95407,17.114204,284.62088,16.919998,22.35481,284.93143,22.42427,275.52753,26.33911,259.7652,54.14979,232.29205
20220929T1800,10.700529,0.029188713,11.99,1.82,-7.29,0,1.78,1.3891692,0.39083073,0,0,77,100,39,27,100,36,1005.8,50,1385,2922,5457,10.81,12.100006,2.9487152,9.746631,274.2364,17.163355,279.6599,19.44,21.288757,288.74133,20.268991,289.7223,22.963936,279.01932,45.657597,234.30478
20220929T1900,10.370529,0.015438716,11.61,1.87,-7.52,0,0,0,0,0,0,80,100,22,9,100,31,1006.6,57,1391,2928,5462,10.43,11.630005,2.5083637,9.007196,272.29062,16.039202,279.0395,19.44,17.555307,298.1416,15.484185,305.5377,17.429354,321.70984,35.770668,241.11342
20220929T2000,10.020529,0.000855366,11.09,2.06,-7.86,0,0,0,0,0,0,81,100,24,3,100,36,1007.3,62,1395,2932,5466,10.12,11.25,2.3279,9.007196,267.7094,15.124284,271.36392,18.359999,15.546833,312.18445,10.630672,331.69925,16.135872,321.3402,32.553635,240.88387
20220929T2100,9.660529,0,10.66,1.91,-7.95,0,0,0,0,0,0,84,100,29,4,100,40,1007.9,67,1399,2935,5469,9.89,10.950012,1.9136457,9.726665,272.1211,15.5843,276.6325,19.08,14.773164,316.97495,9.659814,333.43497,13.044722,320.59937,30.10685,243.74135
20220929T2200,9.060529,0,10.56,1.6,-8.06,0,0,0,0,0,0,85,22,37,17,22,8,1008.2,69,1401,2936,5471,8.6,10.540009,1.7231293,8.4042845,279.8658,14.241629,286.14435,16.919998,14.773164,316.97495,10.44,316.3972,12.599998,306.8699,28.412645,247.65936
20220929T2300,8.690529,0,10.31,1.44,-8.1,0,0,0,0,0,0,88,47,100,47,42,39,1008.2,69,1399,2934,5471,8.23,9.929993,1.3445139,4.73506,278.74615,10.538843,277.85333,15.119999,14.168641,297.2161,10.805998,299.98163,11.298495,300.6507,28.236486,250.641
